Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
@WafflesPharm But I have asthma. Or diabetes. Or knee pain. _Ÿ___Ÿè»â€çâ™‚ï¸è,us,value_not_assigned,No,No,No,"asthma, pain",0.049155463,0.561551861,0.754578107,0.927583705,0.132382041,0.629593222,0.773677328,0.223681616,0.596204647,0.128162764,0.457987725,0.199503764,0.856714155,0.765904947,0.326443369,0.75770509,0.776194382,0.825552377,0.051086225,0.717894162,0.874555692,0.429386774,0.419072313,0.337698538,0.816960977,0.340629971,0.50932884,0.981469085,0.696912674,0.337444527,0.294806499,0.17123072,0.842604387,0.699012876,0.475323707,0.261087477,0.72678715,0.566868603,0.737738132,0.439490199,0.38699615,0.416579008,0.312158525,0.505272508,0.444613248,0.716752648,0.622753322,0.525609195,0.634175181,0.312158525,0.488427341,0.212633371,0.331809253,0.232249722,0.356132448,Representativeness,-0.10505303,0.204494089,0.211061448,0.986404181,0.999860406,1.91E-05,0.998678148,0.974467874,0.999999762,to Treat,intent4,0.926098553,193,"that's my hobby, where I'm always trying to help other people out starting their",178,258,control,control1
@emerald1910 Thanks Edmund! The trip is to CuraÃ§ao. I am staying at a resort and not too worried about that. Iâ€™m worried about the flights. I have diabetes and asthma as well but am vaccinated!,us,value_not_assigned,No,No,No,"thanks, [not] worried, worried, asthma",0.700461786,0.607675633,0.282473288,0.063953755,0.387850496,0.741344869,0.988568315,0.970653864,0.296005708,0.607811566,0.561473116,0.115494822,0.650439771,0.262978725,0.283272775,0.297373545,0.397847701,0.303713634,0.741603249,0.018764343,0.078231476,0.429423724,0.217047425,0.967318389,0.273738061,0.242100002,0.858907124,0.710796087,0.835227091,0.014200077,0.117059221,0.779438795,0.090435664,0.718344629,0.560947716,0.308537006,0.734721065,0.577776372,0.687513709,0.452966481,0.415656537,0.40185079,0.344784409,0.539003134,0.45841679,0.746986032,0.58292377,0.523272276,0.603006721,0.344784409,0.432657361,0.221685827,0.437478334,0.219869599,0.382791847,Representativeness,-0.203870416,0.311502963,0.200138986,0.997674048,0.999647498,3.48E-06,2.48E-07,0.798682332,0.001763673,to Prescribe,intent4,0.926098553,193,come in and they have no clue or they're on meds that they have no clue what their meds are doing.,22,120,attitude,attitude2
"@GingerGano Yes. Fully Pfizer vaccinated in February 2021. So far no problems and zero side effects at this time. I am a septuagenarian with asthma, diabetes, and high BP.",us,value_not_assigned,No,No,No,"[not] problems, zero, asthma",0.083727154,0.048777473,0.296310769,0.140409514,0.641555385,0.721812936,0.917356881,0.723616939,0.54058737,0.30571038,0.175643661,0.559188009,0.437508587,0.993512399,0.168912769,0.511315325,0.201723753,0.962325667,0.982469179,0.576008492,0.378533802,0.489283792,0.229706697,0.644791284,0.888300662,0.57030139,0.394239664,0.848555249,0.606360197,0.902586912,0.769608934,0.18629872,0.851472496,0.681387901,0.492256075,0.246510714,0.710706294,0.600509882,0.764955759,0.474961936,0.406527162,0.441336483,0.291233689,0.474151671,0.451417953,0.644606352,0.68414712,0.501733661,0.648500502,0.291233689,0.562412679,0.219917074,0.337699056,0.326087564,0.383938193,Loss aversion,-0.478080899,0.331719965,0.343454987,0.99994576,0.999980569,2.12E-06,7.27E-07,0.003652676,0.999998689,to Treat,intent3,0.519785235,194,". I'm like,",443,454,control,control0
"I obviously know that COPD and diabetes isn't contagious. We are trying to live and survive through a global pandemic, but health care professionals can't (or shouldn't) choose who they will and will not treat.",us,copd,No,No,Yes,know,0.010727501,0.522804468,0.135822901,0.430410239,0.704813079,0.803644463,0.394477576,0.539712531,0.874951355,0.23783186,0.596826149,0.950977387,0.362043295,0.126072625,0.513996721,0.775568196,0.893835657,0.365185483,0.262113115,0.585378479,0.721329548,0.341848617,0.255874272,0.89474024,0.729632871,0.763565794,0.240450847,0.47855049,0.60584718,0.940071395,0.530692434,0.270877823,0.60917659,0.62615937,0.530719936,0.263701588,0.676959693,0.564010441,0.648123264,0.470178306,0.40735352,0.379866958,0.306652635,0.471392125,0.442990988,0.694437087,0.562341988,0.498012811,0.546021819,0.306652635,0.450386196,0.267116308,0.433774084,0.313291609,0.420221329,Social proof,0.282319874,0.424173921,0.103845105,0.283674389,1,0.000126413,1,1.02E-10,0.99999845,to Treat,intent3,0.519785235,194,"fluid. I'm like, ""No, I don't think so."" So took a Metolazone, because he said take",438,521,control,control0
@InTheNoosphere She actually came to my house unmasked and coughed near my face. I instinctively punched her in the face which shocked her. I did not find her joke funny. She knows I have lung disease and diabetes and my husband has congestive heart failure. I asked her not to visit. Idk anymore,us,value_not_assigned,No,No,No,"in, shocked, funny, disease, idk",0.1405285,0.389442903,0.837452434,0.03863516,0.865942551,0.169277703,0.841811085,0.032539041,0.462781119,0.735685012,0.125670555,0.379988918,0.339757661,0.090605852,0.346178874,0.689960775,0.895305826,0.94547276,0.936064907,0.693442076,0.883577019,0.96001101,0.108136717,0.086828113,0.268004875,0.417121227,0.529237217,0.729092576,0.633749121,0.217071541,0.229973931,0.349726081,0.117621978,0.747903585,0.522090614,0.270401657,0.750835061,0.598476946,0.761582613,0.4294613,0.411317348,0.413650036,0.326877564,0.506471872,0.460290432,0.703245044,0.700699329,0.495479316,0.669729114,0.326877564,0.562819541,0.1617634,0.301562011,0.235001802,0.341942221,Loss aversion,0.029409163,0.45391953,0.301667482,0.966019332,0.999729931,2.80E-07,1.27E-05,0.999741256,1,to Treat,intent3,0.519785235,194,"I'm like, ""No, pretty sure I'm not."" He's like, ""Well, maybe you lost some weight and don't realize it."" And",303,411,control,control2
"@Orvieto2016 Sheâ€™s obese, def has underlying health i issues, def hypertension problems diabetes, CoPD/asthma & prob some heart issues. Itâ€™s very sad but you canâ€™t be serious w this video _Ÿ__â€çâ™‚ï¸è",us,copd,No,No,No,"issues, problems, asthma, issues, sad, [not] serious",0.697311391,0.97497652,0.267355166,0.791195852,0.010645727,0.316965566,0.649383435,0.257013974,0.253281653,0.680343864,0.956530343,0.551155501,0.962217793,0.253486556,0.889269977,0.047750698,0.207908913,0.227273246,0.585236828,0.002675964,0.08369349,0.019144896,0.172607543,0.230754598,0.310560054,0.491902094,0.174525226,0.171213868,0.483842772,0.67791621,0.183837091,0.147875495,0.143791233,0.732773006,0.622703671,0.330004305,0.680370212,0.653722823,0.72050041,0.508109629,0.380442619,0.457333535,0.406128198,0.605859578,0.451895684,0.702660799,0.582690358,0.547518373,0.652724683,0.406128198,0.430958003,0.17488797,0.47543183,0.14494136,0.428667933,Representativeness,-0.06467665,0.316975594,0.150601745,0.98516798,0.999756157,2.65E-06,0.996232569,0.016066682,0.123826452,to Treat,intent3,0.552476417,195,"threw me in the hospital. And so my cardiologist put me in, but it was a pulmonologist issue that we were dealing with. But I have not even had to call my cardiologist.",8,176,attitude,attitude0
"@mobprincess2714 Sorry to hear about ur friend. I have diabetes & asthma, but am also fully vaccinated. I still mask when I go out of the house. I'm scared for all those who don't get it bc they are the ones getting it worse & possibly dying. The vax is just a precaution like the flu shot",us,value_not_assigned,No,No,No,"sorry, asthma, scared, worse, dying, flu",0.542480001,0.567411307,0.237942554,0.381105447,0.161903649,0.867765751,0.031726696,0.198939328,0.966664909,0.987408173,0.304619767,0.902329578,0.543200006,0.86078267,0.87218795,0.512700577,0.697887366,0.909995073,0.555640202,0.31420931,0.042850004,0.116430783,0.392098831,0.129975217,0.380782682,0.004392891,0.17744354,0.724388268,0.624566102,0.93030938,0.325344295,0.948456963,0.402278415,0.750572264,0.605424345,0.306970984,0.714069128,0.636210442,0.740635872,0.512151897,0.419783354,0.428874969,0.379002988,0.575449109,0.469418138,0.716485918,0.631154597,0.556742013,0.661745191,0.379002988,0.491245717,0.181936562,0.432301462,0.21312961,0.419573367,Representativeness,-0.379290879,0.516775787,0.25115785,0.999901891,0.998898506,6.29E-06,1.33E-08,0.999762118,0.946710885,to Treat,intent3,0.552476417,195,", they always want me to check in with him. I haven't been in for an echo or anything, because he knows I'll call if there's an issue. So my weights continued to drop without having to work too hard at it now. So I'm",209,425,norm,norm2
@africadietitian hello i have been diagnosed with diabetes a couple of days ago i already struggle with asthma and have been since nearly my whole life what African foods are diabetic friendly is it pepper soup,us,value_not_assigned,No,Yes,No,"struggle, asthma, diabetic, friendly",0.370060657,0.464520164,0.127724326,0.870497941,0.131866633,0.748963133,0.849564739,0.864639294,0.057405592,0.063213615,0.360379569,0.174794672,0.50582594,0.709803938,0.199278862,0.354116888,0.680846735,0.999332574,0.952845326,0.758248225,0.784816403,0.87748037,0.073497786,0.470147709,0.123331714,0.026929077,0.451973059,0.559508193,0.803087841,0.846368479,0.54310472,0.077660404,0.18895615,0.739081979,0.552734315,0.292883009,0.702173293,0.622319698,0.734521031,0.480727375,0.405628204,0.410600156,0.374694407,0.570265651,0.452491969,0.685985029,0.644504905,0.521842957,0.659110487,0.374694407,0.498417854,0.167044804,0.393728286,0.197035894,0.387741357,Representativeness,0.004189973,0.507081747,0.465630442,0.978520453,0.999761403,1.61E-06,0.999630332,1.88E-07,1,to Prescribe,intent3,0.552476417,195,", they always want me to check in with",209,247,attitude,attitude1
"@DKMCCL @Mott_and_Hester I have diabetes, chronic kidney dieas, asthma, etc so I'm deadly afraid of catching this virus and it's replicas I'm battling RSV right now",us,value_not_assigned,No,No,No,"asthma, deadly, afraid, virus, battling",0.008718183,0.620615511,0.238051722,0.871973833,0.132419082,0.707668398,0.051671444,0.762071213,0.457085273,0.009165423,0.857436662,0.297079911,0.356783922,0.385625771,0.156794716,0.112660162,0.563537859,0.299782134,0.292600712,0.023136248,0.846046361,0.066230556,0.427993436,0.61810981,0.781992941,0.096213095,0.954786275,0.866867458,0.040277934,0.600702656,0.183622718,0.360024282,0.113611259,0.742962539,0.56806159,0.306832463,0.74460113,0.582879603,0.705020487,0.463448554,0.419815093,0.39374429,0.357512563,0.570597887,0.460635006,0.743820369,0.599368095,0.532724261,0.636039972,0.357512563,0.467363834,0.201930091,0.43552199,0.212820783,0.394616455,Representativeness,-0.54817003,0.63142091,0.09265238,0.999994218,0.998739898,0.977564514,2.59E-05,0.315662652,0.88388741,to Treat,intent0,0.000422498,196,have nephrologist,243,260,control,control0
"@RealCandaceO I have COPD, Asthma, Diabetes, Post chemo 7 yrs ago for stage 3C metasizing uterine cancer and I still will NOT get the shot. I could die tomorrow from a car accident, blood clot anything. In this matter I have a choice!",us,copd,No,No,No,"asthma, cancer, die, accident",0.422680806,0.240600416,0.244774753,0.729873081,0.941071438,0.68499646,0.334696976,0.504600335,0.888186967,0.604546194,0.459254616,0.650271569,0.907077364,0.049324881,0.171996799,0.409144901,0.340006223,0.031085099,0.039191707,0.166473236,0.417014672,0.635797911,0.874387513,0.386230673,0.727423218,0.464850487,0.117455933,0.119574957,0.5319787,0.770797682,0.455082267,0.682581874,0.332359727,0.741940856,0.599558294,0.295150518,0.696924031,0.648074508,0.757526457,0.522773564,0.409474462,0.441953778,0.373962492,0.573776484,0.467603177,0.688040197,0.644977868,0.559162259,0.677968621,0.373962492,0.51264441,0.173997402,0.418585658,0.224244744,0.426263809,Representativeness,0.044890266,0.348212004,0.26913929,0.938777745,0.997770727,0.999732077,1.28E-11,0.324746013,4.31E-06,to Treat,intent0,0.000422498,196,"What is it? They have me listed as kidney disease, but it's more so that I have sensitive kidneys from the beginning years of my heart failure. Having the diuretics,",0,165,attitude,attitude0
"@Hektor19191 @GBNEWS I have underlying health issues, asthma, diabetes, Ankylosing Spondylitis, heart issues - that number 99.6 is not my number, my number is lower",ua,value_not_assigned,No,No,No,"issues, asthma, issues",0.084349909,0.766086814,0.806993326,0.235185178,0.174125086,0.613194759,0.25671052,0.082766643,0.524919782,0.973811876,0.020008507,0.072220188,0.587280671,0.267130599,0.022298632,0.980275677,0.161273098,0.041057077,0.255534496,0.672140304,0.204411538,0.217112265,0.154584842,0.618234548,0.425778543,0.180064146,0.18599908,0.92949688,0.155722087,0.166332216,0.722437169,0.632745661,0.938629131,0.690158546,0.522085547,0.303617239,0.743112564,0.548450172,0.672759593,0.434011579,0.410796463,0.405125201,0.314907938,0.527477682,0.441739768,0.723642588,0.580982804,0.477847368,0.576138258,0.314907938,0.436734378,0.255018353,0.445422441,0.261487007,0.386477977,Representativeness,-0.20419383,0.276241928,0.236146346,0.997297347,0.999734223,1.10E-05,8.59E-09,0.594516516,1,to Treat,intent0,0.000422498,196,don't even,232,242,norm,norm2
"@johnpavlovitz @mskane2u I have coronary disease, COPD, and M.S. and I got vaccinated because of my underlying conditions and because I didn't want to be one of those people to pass it on! We all need to do our part, if not for ourselves then for our loved ones",us,copd,No,No,No,"disease, [not] want",0.150971724,0.564432937,0.700511561,0.063440798,0.558571456,0.014588633,0.012824338,0.914979943,0.492118528,0.083613622,0.438912545,0.30488763,0.537609122,0.251029707,0.826832016,0.68474117,0.649558226,0.604911279,0.424388001,0.05159077,0.074398676,0.077527878,0.123717544,0.469059855,0.814816481,0.26439478,0.163739613,0.204377864,0.800947296,0.922916023,0.957672086,0.497531808,0.85116552,0.598672152,0.522479296,0.306494147,0.733170927,0.545651674,0.603044152,0.436106503,0.424162298,0.416955233,0.285560936,0.453367233,0.457712352,0.764119446,0.532797396,0.471659422,0.477876395,0.285560936,0.371559143,0.33877629,0.497448027,0.329800934,0.394940883,Social proof,0.162705615,0.718781054,0.381011814,0.92264092,0.999917388,4.90E-09,0.000139523,1,1,to Treat,intent0,0.000422498,196,.,142,143,norm,norm0
"@WhoIsAsking8 @LiveAstrologer @teresatheNova @pjbrand4 I HAVE Asthma, Diabetes, overweight, and over 50. I wore a mask day one and people laugh at me. Some of them got the virus. I can only control what I do. I canâ€™t control others, but I do not have to let those that donâ€™t care, be around me. I donâ€™t know what your point is.",us,value_not_assigned,No,No,No,"asthma, overweight, laugh, virus, [not] care, not",0.398119309,0.47106801,0.086961995,0.781727268,0.068861076,0.499707826,0.281822756,0.690872313,0.276296823,0.411193404,0.309973159,0.834070647,0.714719505,0.848940413,0.156527517,0.966994816,0.903965697,0.038915599,0.256839245,0.117600621,0.990726673,0.007302213,0.379583287,0.72519617,0.467488128,0.963823777,0.574666775,0.827247193,0.919334368,0.492571331,0.571187127,0.313326486,0.164793951,0.689967632,0.54137677,0.300509512,0.740435541,0.571252942,0.667224407,0.459493309,0.43484658,0.396416724,0.324605465,0.517874539,0.46182096,0.757207453,0.593668878,0.506101549,0.569455743,0.324605465,0.437710047,0.261244655,0.446208209,0.273795962,0.386429846,Social proof,-0.179005414,0.420405596,0.342022896,0.997687161,0.943696201,0.999971151,1.21E-08,0.963281274,0.999680102,to Prescribe,intent2,0.78458627,197,"my charts, but it's not something that... The only time that I ever see",40,111,attitude,attitude1
@bethbourdon Because I canâ€™t breathe diabetes or asthma into you.,us,value_not_assigned,No,No,No,asthma,0.111816305,0.992968808,0.155062118,0.618631727,0.591800256,0.441865758,0.843777447,0.605366305,0.829195891,0.518738426,0.127261254,0.421416534,0.251406894,0.712374571,0.949157988,0.080875476,0.808973862,0.820125577,0.767638986,0.399933645,0.353965289,0.681461076,0.509389525,0.747262497,0.629809602,0.143769534,0.132961107,0.022903136,0.06014034,0.504452179,0.256965958,0.352641972,0.389073935,0.65835619,0.516834855,0.303290188,0.74289763,0.499430805,0.601283789,0.403201699,0.411353916,0.352041334,0.315786421,0.470997334,0.4538109,0.787432611,0.480309546,0.517147422,0.497839987,0.315786421,0.352222174,0.307189018,0.45244363,0.253043324,0.396775484,Social proof,0.046876796,0.56102246,0.133885995,0.973725319,0.999763668,0.002239149,0.000118282,0.840110719,0.999903321,to Prescribe,intent3,0.372162434,198,"lungs."" And he can follow up if he feels he needs to after seeing her",313,382,control,control0
"@jbouie Interesting. I did not know asthma and diabetes were communicable diseases. On a side note: any anti-vaxxers out there who think we want you vaccinated to keep YOU healthy, you are out of your mind. Go die for all I care. I want to avoid having you get my family sick.",us,value_not_assigned,No,No,No,"interesting, [not] know, communicable, diseases, healthy, die, care, avoid, sick",0.864640791,0.121732966,0.145050399,0.898864411,0.585935678,0.665951725,0.806807275,0.90159598,0.687604645,0.945149169,0.959793711,0.330335657,0.331487326,0.25843297,0.668875313,0.228668625,0.582985603,0.832700014,0.221840334,0.451932342,0.721017853,0.869722405,0.62918059,0.988893487,0.554251265,0.995215824,0.343270276,0.415715192,0.868304473,0.891453204,0.406496332,0.601065665,0.400661876,0.694220722,0.468922555,0.264527649,0.745230496,0.571127951,0.725632429,0.41951707,0.421379209,0.404370636,0.297247291,0.485360235,0.450075418,0.693504274,0.687136948,0.448218167,0.61908567,0.297247291,0.543254614,0.225585535,0.339867949,0.295589864,0.343691617,Loss aversion,-0.665780365,0.434880257,0.160266846,0.999997556,0.999818683,3.62E-07,5.96E-10,0.018844869,0.980711162,to Prescribe,intent3,0.372162434,198,"to my internal med doc, she's just going to send me off to see one of those anyways. But I usually try to have my doctors... If",24,151,norm,norm0
